"businessentityid","firstname","middlename","lastname","telephonenumber","telephonespecialinstructions","street","city","stateprovince","postalcode","countryregion","homeaddressspecialinstructions","emailaddress","emailspecialinstructions","emailtelephonenumber","rowguid","modifieddate"
17586,Stacey,,Wang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1e06d66a-8bf9-4485-8428-12b90fbfb0a8",2013-10-04 00:00:00.000
17587,Stacey,G,Chen,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"2ced87ac-324d-4885-839a-df5412e89dae",2014-05-20 00:00:00.000
17588,Logan,K,Johnson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],ba6ae16c-f869-420a-bcc7-6d214c63f152,2012-11-11 00:00:00.000
17589,Stacey,,Li,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"0ec643d6-a970-4a3c-b8e9-80732125fdf5",2013-01-27 00:00:00.000
17590,Logan,M,Williams,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"08904478-e72f-4d2a-bf78-a9dffbf186c1",2011-07-10 00:00:00.000
17591,Stacey,A,Liu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"9d49bec9-29f0-499e-90d5-b9b4397efe97",2013-05-17 00:00:00.000
17592,Stacey,,Yang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],e1d8950b-7767-418a-a7be-6a7619d477f8,2013-01-14 00:00:00.000
17593,Stacey,,Huang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"003bf4cc-1c67-4fcd-96c8-7e7ea977a137",2013-11-20 00:00:00.000
17594,Austin,J,Rodriguez,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],b6898e2a-444d-424c-bd28-05fb5f270365,2014-01-11 00:00:00.000
17595,Stacey,W,Wu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],ab26b4c8-2bf5-4ca0-b103-07116b0a4ea0,2013-09-24 00:00:00.000
17596,James,W,Jones,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"09f3cec1-4ca7-47e1-95b1-797d4ac5b644",2014-04-25 00:00:00.000
17597,Naomi,,Sanz,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],f9c2c26f-ebcb-494e-82ac-301883e86768,2013-07-29 00:00:00.000
17598,Stacey,B,Lin,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],a479dc17-eca9-4579-9cf1-4985c12e6cb3,2013-06-06 00:00:00.000
17599,James,C,Brown,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],c23e6a52-ce91-4d5c-9728-f81f31ee992a,2013-11-23 00:00:00.000
17600,Austin,C,Lewis,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"7fce8db6-3945-43b4-9a4b-3177d3d39f22",2012-11-14 00:00:00.000
17601,Stacey,L,Zhou,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],a955439a-a515-4f3e-859c-af96d2689de9,2013-08-11 00:00:00.000
17602,Austin,,Lee,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],b7c86a2e-5c71-4351-aefb-31f0f187661e,2013-11-25 00:00:00.000
17603,Stacey,,Ye,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"024c1f64-f5bb-4ef5-ae80-11907f2d4247",2013-07-16 00:00:00.000
17604,James,,Davis,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"7dced587-a927-497e-93f2-c24581e405ce",2013-07-18 00:00:00.000
17605,Austin,F,Walker,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],ebbc610f-4220-4577-aff7-5dbe5b19a58b,2014-01-19 00:00:00.000
17606,Stacey,J,Zhao,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"689a44c8-c6a8-4d01-89b1-713fe4a8544d",2013-09-26 00:00:00.000
17607,James,J,Miller,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],aab67e22-5cf5-4f92-9d76-30da3dc83fa9,2012-01-13 00:00:00.000
17608,Stacey,W,Lu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],f1238ed3-4a9e-4fd5-8121-7a88b95499d5,2011-06-13 00:00:00.000
17609,Stacey,,Xu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"92f4b889-f116-4f81-8d3e-c0eb2a67febf",2014-01-20 00:00:00.000
17610,Stacey,S,Sun,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"53b0553b-cc88-469c-8019-789fc7f9255c",2012-11-01 00:00:00.000
17611,James,,Anderson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],d26697e9-c399-4843-b6dc-c3cdff551a03,2013-03-14 00:00:00.000
17612,Cameron,M,Smith,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"43d39b59-6c4d-49a2-b948-c3b5b4a89a3f",2014-01-20 00:00:00.000
17613,Stacey,E,Zhu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1940980e-3bd4-4f71-b19a-4d1e199f5370",2014-05-25 00:00:00.000
17614,James,K,Thomas,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"39577f1a-9f7a-4790-9649-7ab6ded93da7",2013-11-04 00:00:00.000
17615,James,L,Jackson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"36f08147-db80-4138-a729-6f6ac865af12",2012-07-01 00:00:00.000
17616,Stacey,,Gao,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],ac5b3f98-4a86-48fe-9e58-f73184ec9b23,2011-07-03 00:00:00.000
17617,Cameron,R,Johnson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"29d6c855-9569-419d-8b8b-305ebc2c92a5",2014-02-13 00:00:00.000
17618,Stacey,,Ma,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"670aef2f-cfae-461d-b19b-9030e62351d5",2013-07-05 00:00:00.000
17619,Cameron,M,Jones,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1662655c-37ea-4083-b874-b69aa4c6d9ad",2013-09-13 00:00:00.000
17620,Stacey,,Liang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"4961f3d2-2e85-495b-972e-f605c0867ef6",2012-11-30 00:00:00.000
17621,James,,White,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"86a8ce63-e18b-4c36-985e-e841507bba49",2013-11-06 00:00:00.000
17622,Jonathan,A,Miller,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],a2af2cb1-96d0-48f8-b778-1423376b5419,2013-09-18 00:00:00.000
17623,Stacey,,Guo,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],c4738b79-fcee-4f50-9092-cada91c226e9,2014-05-17 00:00:00.000
17624,James,M,Harris,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"56784d21-d94c-40d0-a705-7ddd007b9291",2013-10-03 00:00:00.000
17625,Stacey,M,Hee,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1d07a363-7235-408f-92b1-fde5a26f2f47",2012-11-14 00:00:00.000
17626,James,M,Martin,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"07a950da-98c3-4f21-b343-f6fd41f66ea0",2013-08-29 00:00:00.000
17627,Stacey,,Hu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"0f786098-8c2d-4b34-9ac5-7eaba58491f9",2013-10-12 00:00:00.000
17628,James,R,Thompson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"0cf8ab9a-a207-4d4b-b1af-b3779c47fdfa",2014-02-10 00:00:00.000
17629,Logan,,Jones,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"37a7356a-a418-4f27-b85e-209d80d3da66",2013-11-04 00:00:00.000
17630,Stacey,,Cai,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],fd2ec22d-8974-4372-8a2c-b2ff27c1dee5,2012-05-12 00:00:00.000
17631,Stacey,J,Zeng,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1f7eaecd-e250-4cf3-bb63-8c0b55350f11",2014-01-12 00:00:00.000
17632,Cameron,D,Brown,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"3e4c665e-52e1-4f85-868a-efb90c7da1c8",2013-09-04 00:00:00.000
17633,Stacey,,She,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"0890a66b-5e04-4432-94c4-63742f203efe",2013-01-11 00:00:00.000
17634,James,C,Garcia,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"486bbace-47bc-4bad-b773-7f81ea62e447",2014-01-01 00:00:00.000
17635,Sandra,C,Zhang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"5aaf23b2-688a-46ed-a6b5-1b0098e11367",2014-05-13 00:00:00.000
17636,James,,Martinez,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"90177c86-ec5f-41b9-9e0f-0d64b5615d3f",2013-09-11 00:00:00.000
17637,James,,Robinson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"83d92e6e-0991-4d83-b148-7acee2b1aefe",2014-03-21 00:00:00.000
17638,Sandra,,Wang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],ed195156-cd25-485a-a15a-c026235491d4,2013-10-19 00:00:00.000
17639,James,E,Clark,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],a53f5152-e829-4b1e-b660-bd38764234f3,2013-10-06 00:00:00.000
17640,Naomi,,Ortega,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],d71b13d9-2283-4316-aa20-8a05e2a111d1,2013-07-19 00:00:00.000
17641,Sandra,,Chen,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"8e81acb6-280b-4d4d-81d3-38105321c966",2012-07-25 00:00:00.000
17642,Jonathan,,Wilson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],c9d80bc1-48c4-40ff-9ca2-dd54e8204227,2012-12-22 00:00:00.000
17643,Sandra,,Li,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"09c4f5d8-d2fb-4f60-a3f6-32c4b43dbe4e",2011-07-26 00:00:00.000
17644,James,J,Rodriguez,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"07a9bff2-fa6f-4e9b-bd1b-149a52ff890b",2013-07-28 00:00:00.000
17645,Sandra,D,Liu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],d92c9c6a-aa1d-4052-98b4-5c9e362306db,2013-10-13 00:00:00.000
17646,Cameron,,Miller,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"4d04b273-6579-4999-9098-cb1dec2d44b7",2013-08-29 00:00:00.000
17647,Sandra,,Yang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"25bf517f-41c8-4e8a-bf82-7b08a09af865",2013-06-30 00:00:00.000
17648,Jonathan,,Moore,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"41412234-5cb0-4c29-9596-ce210297376b",2013-10-12 00:00:00.000
17649,Sandra,C,Huang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"0f530946-4687-4d21-bbbb-cd5090d8d28c",2011-06-24 00:00:00.000
17650,Cameron,,Wilson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],bd65ba61-24f5-451e-835e-9e3ccafd0946,2014-04-16 00:00:00.000
17651,Cameron,M,Moore,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"28cc447c-e9c3-4f59-97c1-1766535e567f",2012-03-09 00:00:00.000
17652,Sandra,,Wu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"23cc6330-e782-4a4f-9d0a-f9affbc564a9",2014-06-04 00:00:00.000
17653,Cameron,T,Taylor,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],b607a29a-cdd3-495e-b68f-0fa4bb0e195a,2014-01-08 00:00:00.000
17654,Sandra,A,Lin,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"448cc0b6-5bf5-450e-b81e-ceb5a53c0f4e",2013-02-26 00:00:00.000
17655,James,F,Lewis,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],d166fac0-11bd-4805-9411-50e2b0f45c26,2014-03-16 00:00:00.000
17656,Sandra,B,Zhou,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"7b3e3142-5c9c-44ec-baf7-f11b63be297d",2014-06-03 00:00:00.000
17657,Cameron,L,Anderson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],e9512908-1ee8-4525-8661-09bb5bcca5bf,2012-10-18 00:00:00.000
17658,James,J,Lee,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"385282f3-4240-4497-b818-36de3f101ec3",2013-07-24 00:00:00.000
17659,Sandra,,Ye,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"5ffb168b-1821-44df-a5bf-52f97fb5cda8",2014-03-24 00:00:00.000
17660,Sandra,S,Zhao,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],a2bac7d0-0d44-4577-aae1-47d84d67ec92,2014-02-09 00:00:00.000
17661,Clarence,M,Zhang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"29120f50-2aac-40a8-9d54-332cee032e45",2012-09-23 00:00:00.000
17662,Sandra,N,Lu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"2815b616-b5f7-4fc4-9552-5a1af0dd2ce9",2012-11-22 00:00:00.000
17663,Jonathan,R,Taylor,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"3968d447-02ca-42f7-a931-d5b1b7d86f00",2014-06-07 00:00:00.000
17664,James,C,Walker,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"98f96eac-bbea-4bb0-b9e4-9526845a2d15",2012-04-19 00:00:00.000
17665,Sandra,A,Xu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],e7cce427-9302-4bfa-b964-ed9afd13ccf8,2013-08-31 00:00:00.000
17666,Sandra,L,Sun,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"640186ca-1a2e-497d-892c-b4d406650dec",2014-03-11 00:00:00.000
17667,Logan,C,Brown,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"0d8b2c08-e999-4d69-9114-b1c00db5f4f1",2013-09-06 00:00:00.000
17668,Sandra,V,Zhu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],cdfed10a-db7e-4eb1-a125-fc46931301ea,2013-05-14 00:00:00.000
17669,Sandra,,Gao,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],ffb96e42-8e72-4ba5-bec3-ada481ee4bce,2014-04-27 00:00:00.000
17670,Jonathan,L,Smith,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"53743114-342e-4238-9874-722f271a902a",2012-05-23 00:00:00.000
17671,Jonathan,,Johnson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],db0589ad-a568-4043-abda-04c27ac58366,2013-09-01 00:00:00.000
17672,Sandra,N,Ma,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"0e033584-7285-47a8-b353-b7b66a6e9f7b",2013-07-30 00:00:00.000
17673,Sandra,J,Liang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"07c5b149-c322-4228-a87e-542dbc9f8bfc",2013-08-30 00:00:00.000
17674,Jonathan,R,Anderson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"54a20134-e8a0-4b08-b6f5-1cd4362ff0d7",2012-05-11 00:00:00.000
17675,Sandra,,Guo,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],e1944993-9259-4985-812c-4d0909e8a500,2013-02-13 00:00:00.000
17676,Nathan,M,Martinez,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],e213cd2b-7cfc-4e89-972d-5b31971ea624,2011-10-24 00:00:00.000
17677,Samuel,,Martin,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"3f53d4b6-0611-4f02-b6cf-f0003bf9a986",2013-07-30 00:00:00.000
17678,Sandra,,He,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"0072acdf-9e84-4c74-899c-a7779756021c",2014-04-19 00:00:00.000
17679,Sandra,P,Zheng,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"97ebef90-1dd8-4ff6-b94a-7d7f6ced112a",2014-02-12 00:00:00.000
17680,Logan,G,Lee,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"0d80bb25-28fa-42f3-a01e-f601e75120b5",2013-03-07 00:00:00.000
17681,Nathan,T,Robinson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"8637e6d8-db3f-4ddc-8a0d-21cfdbeef3a4",2012-10-20 00:00:00.000
17682,Sandra,N,Hu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1af867f7-b607-4145-b9d2-daebd2ae5082",2014-05-19 00:00:00.000
17683,Logan,H,Davis,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"7249b28e-4e39-4e07-bcf4-2b1e17181247",2014-04-16 00:00:00.000
17684,Jonathan,,Williams,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"5decad66-8ecc-4dfe-9d34-4e38373b5bd4",2014-01-07 00:00:00.000
17685,Nathan,,Clark,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],c2eaa692-4324-46b0-bb7a-7df5b6cf9645,2014-03-28 00:00:00.000
17686,Jonathan,C,Thomas,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],b81775c1-f115-4f11-b387-37724fea55c5,2013-12-28 00:00:00.000
17687,Sandra,,Zeng,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],c8a72405-759d-44a9-90a1-9c79d88dce5c,2013-06-24 00:00:00.000
17688,Logan,H,Walker,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"72444884-12a9-45a4-9294-8687cd0d97b7",2014-03-20 00:00:00.000
17689,Nathan,,Smith,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"68e2cb46-aa17-4ffe-866f-0e629f10fffc",2013-08-24 00:00:00.000
17690,Samuel,S,Thompson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],ead7c3c3-5b18-4391-a7bd-f09445febf19,2013-10-28 00:00:00.000
17691,Jonathan,L,Jackson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"5d92eb63-1e75-4aee-8916-49d73186e74f",2012-11-09 00:00:00.000
17692,Margaret,G,Zhang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],b1889fb9-1559-42e2-96a7-5921eff0c155,2013-10-01 00:00:00.000
17693,Jonathan,A,White,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"7485fe1c-416a-4471-8d14-269ecad534c9",2013-09-04 00:00:00.000
17694,Margaret,P,Wang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"5328bc55-e373-432a-8d8d-0098ee8a99f9",2014-01-28 00:00:00.000
17695,Jonathan,,Harris,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],b78b7fec-ab47-4378-b31d-4955eb91c14d,2013-10-21 00:00:00.000
17696,Nathan,J,Johnson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],e712f4b6-5f41-43f3-b02d-d9d72c8c2c28,2013-07-24 00:00:00.000
17697,Margaret,F,Chen,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],d2685293-02b4-48ac-b1f3-863b1afb1290,2013-11-24 00:00:00.000
17698,Margaret,,Li,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"8ff77c93-d28d-461f-8d62-1b98658eb250",2013-05-11 00:00:00.000
17699,Jonathan,B,Martin,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],d1d72baa-ae92-45c7-a98a-9e8b040a3dbe,2013-07-18 00:00:00.000
17700,Jonathan,,Thompson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],b9f764e8-b9e0-4ef1-8a0a-6d9ee268c0ea,2013-01-04 00:00:00.000
17701,Margaret,R,Liu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],eb26aa89-6793-49c3-a808-5c2eb4289565,2013-09-21 00:00:00.000
17702,Clarence,R,Chen,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"697c8766-30fa-41a1-b852-9422abaef8c6",2013-09-19 00:00:00.000
17703,Margaret,H,Huang,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"0d1f3539-0fae-4276-9f80-2e5b5aa6acff",2013-07-15 00:00:00.000
17704,Nathan,,Rodriguez,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"7c6ecd11-e2b2-4f0d-90bd-6608ada365d8",2013-11-01 00:00:00.000
17705,Margaret,,Wu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],c2f3623d-a977-4ac2-8697-42a6fde67b8c,2013-08-29 00:00:00.000
17706,Jonathan,,Garcia,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],f2b75a9e-a06d-4c87-b77e-af88665c74ea,2013-08-12 00:00:00.000
17707,Jonathan,,Martinez,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"54a2e66d-2590-48d5-ab4a-19d7cfe68905",2013-10-03 00:00:00.000
17708,Samuel,,Garcia,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"9b8e8c80-e3ff-4d59-a7f7-1223dcb88768",2014-05-31 00:00:00.000
17709,Nathan,A,Lewis,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"316e38c6-2eb3-4184-97d3-d31e7db36694",2013-06-14 00:00:00.000
17710,Margaret,C,Lin,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],b4f29b76-6b1c-4662-9ae6-79590c8ef979,2013-11-15 00:00:00.000
17711,Margaret,R,Zhou,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1a8fe9fd-f27d-4c02-b500-5fae6e847032",2014-02-22 00:00:00.000
17712,Jonathan,,Robinson,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"2ba7fe56-f508-43ea-bc56-014d30ab65e4",2013-07-21 00:00:00.000
17713,Jonathan,P,Clark,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"7029dd0b-1f9d-40a7-86df-d6c2f8799eb1",2013-01-25 00:00:00.000
17714,Margaret,,Ye,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"701e7ee6-e1e8-4f8a-a4f4-08a3165076d6",2014-03-03 00:00:00.000
17715,Nathan,,Lee,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],c6b14822-47ee-4d02-be2c-b4e2f70618a7,2013-10-30 00:00:00.000
17716,Margaret,D,Lu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"97230248-f10a-4c00-84f0-2504a327e2a2",2012-05-18 00:00:00.000
17717,Jonathan,J,Rodriguez,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"1925a8d2-fa00-4749-95c7-3887d55242d8",2013-08-19 00:00:00.000
17718,Margaret,T,Xu,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],"627a7e70-e4a4-4aa0-9815-5f97df6bc33f",2012-10-28 00:00:00.000
17719,Nathan,,Walker,[NULL],,[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],[NULL],,[NULL],f769e699-73f5-4ac7-8104-799a97cd8c65,2013-09-10 00:00:00.000
